"Media ID","Title","Sort title","Studio","Content Rating","Year","Rating","Summary","Genres","View Count","Last Viewed at","Tagline","Release Date","Writers","Country","Duration","Directors","Roles","Audience Rating","User Rating"
"16693","Key Largo","Key Largo","Warner Bros.","G","1948","9.7","A hurricane swells outside, but it's nothing compared to the storm within the hotel at Key Largo. There, sadistic mobster Johnny Rocco holes up - and holds at gunpoint hotel owner James Temple, his widowed daughter-in-law Nora, and ex-GI Frank McCloud.","Film-Noir - Crime - Drama","N/A","N/A","A storm of fear and fury in the sizzling Florida Keys !","1948-07-31","Richard Brooks - John Huston","US","1:40:26","John Huston","Alberto Morin - Beulah Archuletta - Claire Trevor","8.8","N/A"
"20986","Kicking & Screaming","Kicking & Screaming","Universal Pictures","PG","2005","4.1","Phil Weston has been unathletic his entire life. In college he failed at every sport that he tried out for. It looks like his 10-year old son, Sam, is following in his footsteps. But with becoming the coach of The Soccers, an already successful soccer team, everything changes.","Comedy - Family","N/A","N/A","One man could lead this team to glory... That man was busy.","2005-05-13","Leo Benvenuti - Steve Rudnick","US","1:34:50","Jesse Dylan","Alessandro Ruggiero - Dallas McKinney - David Herman","4.3","N/A"
"21041","King Kong","King Kong","WingNut Films","N/A","2005","8.4","In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.","Action - Adventure","N/A","N/A","The eighth wonder of the world.","2005-12-12","Fran Walsh - Philippa Boyens","NZ","3:07:23","Peter Jackson","Adrien Brody - Andy Serkis - Chic Littlewood","5.0","N/A"
"20482","Kung Fu Panda","Kung Fu Panda","DreamWorks Animation","PG","2008","8.7","When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.","Animation - Family","N/A","N/A","Prepare for awesomeness.","2008-06-04","Glenn Berger - Jonathan Aibel","US","1:31:58","Mark Osborne - John Stevenson","Angelina Jolie - Dan Fogler - David Cross","8.2","N/A"
"20485","Lady and the Tramp","Lady and the Tramp","Walt Disney Productions","G","1955","8.9","Lady, a golden cocker spaniel, meets up with a mongrel dog who calls himself the Tramp. He is obviously from the wrong side of town, but happenings at Lady's home make her decide to travel with him for a while.","Drama - Adventure","N/A","N/A","She's from the leash and license set... he's footloose and collar free!","1955-06-16","Ward Greene - Erdman Penner","US","1:16:32","Clyde Geronimi - Wilfred Jackson - Hamilton Luske","Peggy Lee - Barbara Luddy - Larry Roberts","8.0","N/A"
"21016","Legally Blonde","Legally Blonde","Marc Platt Productions","PG-13","2001","6.8","Elle Woods has it all. She's the president of her sorority, a Hawaiian Tropic girl, Miss June in her campus calendar, and, above all, a natural blonde. She dates the cutest fraternity boy on campus and wants nothing more than to be Mrs. Warner Huntington III. But, there's just one thing stopping Warner from popping the question: Elle is too blonde.","Comedy - Romance","N/A","N/A","Don't judge a book by its hair color!","2001-07-13","Kirsten Smith - Karen McCullah Lutz","US","1:36:00","Robert Luketic","Alanna Ubach - Ali Larter - Bruce Thomas","7.2","N/A"
"21180","Legally Blonde 2: Red, White & Blonde","Legally Blonde 2: Red, White & Blonde","Type A Films","PG-13","2003","3.8","After Elle Woods, the eternally perky, fashionably adventurous, famously blonde Harvard Law grad gets fired by her law firm because of her opposition to animal testing, she takes her fight to Washington. As an aide for Congresswoman Victoria Rudd, she pushes for a bill to ban testing once and for all, but it's her building's doorman who advises her on how to get her way on the Hill.","Comedy","N/A","N/A","Bigger. Bolder. Blonder.","2003-07-02","Kate Kondell","US","1:34:37","Charles Herman-Wurmfeld","Reese Witherspoon - Sally Field - Regina King","4.3","N/A"
"3","Les Misérables","Les Miserables","Universal Pictures","PG-13","2012","6.9","An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France, in which a paroled prisoner named Jean Valjean seeks redemption.","Romance - Drama - Musical","N/A","N/A","Fight. Dream. Hope. Love.","2012-12-25","William Nicholson","USA","2:37:54","Tom Hooper","Aaron Sillis - Aaron Tveit - Adam Jones","7.9","N/A"
"23906","The Lion King","Lion King","Walt Disney Pictures","G","1994","9.3","A young lion cub named Simba can't wait to be king. But his uncle craves the title for himself and will stop at nothing to get it.","Animation - Adventure","N/A","N/A","Life's greatest adventure is finding your place in the Circle of Life.","1994-06-23","Linda Woolverton - Jonathan Roberts","USA","1:27:05","Roger Allers - Rob Minkoff","Brian Tochi - Cathy Cavadini - Cheech Marin","9.3","N/A"
"3984","The Longest Day","Longest Day","Twentieth Century Fox Film Corporation","G","1962","7.2","The retelling of June 6, 1944, from the perspectives of the Germans, the US, Britain, and the Free French. Marshall Erwin Rommel, touring the defenses being established as part of the Reich's Atlantic Wall, notes to his officers that when the Allied invasion comes they must be stopped on the beach. ""For the Allies as well as the Germans, it will be the longest day""","Action - Drama - History","N/A","N/A","This is the day that changed the world... When history held its breath.","1962-09-25","Cornelius Ryan","USA","2:58:22","Ken Annakin - Andrew Marton - Bernhard Wicki","Alexander Knox - Arletty - Armin Dahlen","N/A","N/A"
"7502","The Lord of the Rings: The Fellowship of the Ring","Lord of the Rings: The Fellowship of the Ring","WingNut Films","PG-13","2001","9.1","Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.","Drama - Fantasy - Adventure","N/A","2019-02-03","One ring to rule them all","2001-12-18","Peter Jackson - Fran Walsh - Philippa Boyens","USA","3:48:18","Peter Jackson","Alan Howard - Andy Serkis - Billy Boyd","9.5","N/A"
"7565","The Lord of the Rings: The Return of the King","Lord of the Rings: The Return of the King","WingNut Films","PG-13","2003","9.5","Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam bring the ring closer to the heart of Mordor, the dark lord's realm.","Drama - Fantasy - Adventure","1","2018-01-24","The eye of the enemy is moving.","2003-12-01","Fran Walsh - Peter Jackson","USA","4:23:17","Peter Jackson","Alistair Browning - Andy Serkis - Bernard Hill","8.6","N/A"
"7506","The Lord of the Rings: The Two Towers","Lord of the Rings: The Two Towers","WingNut Films","PG-13","2002","9.6","Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.","Drama - Fantasy - Adventure","3","2017-12-20","A New Power Is Rising.","2002-12-18","Peter Jackson - Fran Walsh - Philippa Boyens","New Zealand","3:55:31","Peter Jackson","Andy Serkis - Bernard Hill - Billy Boyd","9.5","N/A"
"17218","The Maltese Falcon","Maltese Falcon","Warner Bros.","N/A","1931","6.7","A lovely dame with dangerous lies employs the services of a private detective, who is quickly caught up in the mystery and intrigue of a statuette known as the Maltese Falcon.","Film-Noir - Crime - Drama","N/A","N/A","N/A","1931-06-13","Maude Fulton","US","1:40:35","Roy Del Ruth","Bebe Daniels - Ricardo Cortez - Dudley Digges","4.7","N/A"
"23524","Mary Poppins","Mary Poppins","Walt Disney Productions","G","1964","10.0","A magical nanny employs music and adventure to help two neglected children become closer to their father.","Comedy - Family","N/A","N/A","It's supercalifragilisticexpialidocious!","1964-08-27","Bill Walsh - Don DaGradi","USA","2:19:09","Robert Stevenson","Alma Lawton - Arthur Malet - Arthur Treacher","8.6","N/A"
"20258","The Matrix","Matrix","Village Roadshow Pictures","R","1999","8.7","Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.","Sci-Fi - Action","N/A","N/A","Welcome to the Real World.","1999-03-30","Lilly Wachowski - Lana Wachowski","US","2:16:21","Lana Wachowski - Lilly Wachowski","Ada Nicodemou - Adryn White - Anthony Ray Parker","8.5","N/A"
"20257","The Matrix Reloaded","Matrix Reloaded","Village Roadshow Pictures","R","2003","7.3","Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance.  Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source.  Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target.","Sci-Fi - Action","N/A","N/A","Free your mind.","2003-05-15","Lilly Wachowski - Lana Wachowski","US","2:18:17","Lilly Wachowski - Lana Wachowski","Adrian Rayment - Andrew Valli - Anthony Brandon Wong","7.2","N/A"
"21201","Men in Black","Men in Black","Columbia Pictures","N/A","1934","5.1","The stooges are three doctors who graduated medical school by being in it for too many years. They come across such problems as an overly chirpy nurse, a mental patient, and a combination to a safe swallowed by the hospital superintendent in the course of their attempt to get through the day.","Comedy","1","2018-02-05","The stooges become doctors at a large hospital where they disrupt patients and staff alike.","1934-09-28","Felix Adler","USA","0:18:08","Raymond McCarey","'Little Billy' Rhodes - Curly Howard - Dell Henderson","N/A","N/A"
"20245","Men in Black","Men in Black","Amblin Entertainment","PG-13","1997","9.2","Men in Black follows the exploits of agents Kay and Jay, members of a top-secret organization established to monitor and police alien activity on Earth. The two Men in Black find themselves in the middle of the deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies. In order to prevent worlds from colliding, the MiB must track down the terrorist and prevent the destruction of Earth. It's just another typical day for the Men in Black.","Sci-Fi - Mystery","1","2018-06-27","Protecting the Earth from the scum of the universe.","1997-07-02","Ed Solomon","US","1:37:57","Barry Sonnenfeld","Carel Struycken - Danny DeVito - Fredric Lehne","7.9","N/A"
"20235","Men in Black II","Men in Black II","Columbia Pictures","PG-13","2002","3.9","Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIB's untarnished mission statement – protecting Earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. Now it's a race against the clock as Jay must convince Kay – who not only has absolutely no memory of his time spent with the MIB, but is also the only living person left with the expertise to save the galaxy – to reunite with the MIB before the earth submits to ultimate destruction.","Sci-Fi - Mystery","N/A","N/A","Same Planet. New Scum.","2002-07-03","Barry Fanaro - Robert Gordon","USA","1:28:07","Barry Sonnenfeld","Alpheus Merchant - Colombe Jacobsen-Derstine - David Cross","4.5","N/A"
"20259","Midway","Midway","Universal Pictures","PG","1976","5.4","This war drama depicts the U.S. and Japanese forces in the naval Battle of Midway, which became a turning point for Americans during World War II.","History - Drama","N/A","N/A","A war's defining battle. A nation's defining moment.p","1976-06-18","Donald S. Sanford","USA","2:11:28","Jack Smight","Charlton Heston - Christopher George - Cliff Robertson","7.2","N/A"
"21023","Minority Report","Minority Report","DreamWorks SKG","PG-13","2002","9.0","John Anderton is a top 'Precrime' cop in the late-21st century, when technology can predict crimes before they're committed. But Anderton becomes the quarry when another investigator targets him for a murder charge.","Action - Adventure","N/A","N/A","The system is perfect until it comes after you.","2002-06-20","Scott Frank - Jon Cohen","US","2:25:12","Steven Spielberg","Tom Cruise - Colin Farrell - Samantha Morton","8.0","N/A"
"9800","Moana","Moana","Walt Disney Pictures","PG","2016","9.6","In Ancient Polynesia, when a terrible curse incurred by Maui reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the demigod to set things right.","Adventure - Family - Fantasy","N/A","N/A","The ocean is calling.","2016-11-23","Jared Bush","US","1:47:12","Ron Clements - John Musker","Auli'i Cravalho - Dwayne Johnson - Rachel House","8.9","N/A"
"21040","Monster House","Monster House","Columbia Pictures","PG","2006","7.4","Monsters under the bed are scary enough, but what happens when an entire house is out to get you? Three teens aim to find out when they go up against a decrepit neighboring home and unlock its frightening secrets.","Animation - Adventure","N/A","N/A","The House is . . . ALIVE!","2006-07-21","Dan Harmon - Rob Schrab","US","1:30:37","Gil Kenan","Catherine O'Hara - Erik Walker - Fred Willard","6.3","N/A"
"360","Monsters University","Monsters University","Walt Disney Pictures","G","2013","7.8","A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.","Fantasy - Animation - Family","N/A","2017-04-12","School never looked this scary.","2013-06-20","Daniel ""Dan"" Gerson - Dan Scanlon - Robert L. Baird","USA","1:43:47","Dan Scanlon","Alfred Molina - Aubrey Plaza - Beth Behrs","8.1","N/A"
"350","Monsters, Inc.","Monsters, Inc.","Walt Disney Pictures","G","2001","9.6","James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.","Fantasy - Animation - Family","N/A","N/A","We Scare Because We Care.","2001-11-01","Andrew Stanton - Daniel ""Dan"" Gerson","USA","1:32:15","David Silverman - Lee Unkrich - Pete Docter","Ashley Edner - Bill Farmer - Billy Crystal","9.0","N/A"
"20988","Monty Python and the Holy Grail","Monty Python and the Holy Grail","Python (Monty) Pictures Limited","PG","1975","9.7","King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".","Adventure - Comedy","N/A","N/A","And now! At Last! Another film completely different from some of the other films which aren't quite the same as this one is.","1975-03-13","Graham Chapman - John Cleese","GB","1:32:08","Terry Gilliam - Terry Jones","Avril Stewart - Bee Duffell - Carol Cleveland","9.5","N/A"
"21006","Mozart and the Whale","Mozart and the Whale","Millennium Films","N/A","2005","N/A","A love story between two savants with Asperger's syndrome, a kind of autism, whose conditions sabotage their budding relationship.","Comedy - Drama","N/A","N/A","N/A","2005-09-10","Ronald Bass","US","1:34:00","Petter Næss","Josh Hartnett - Radha Mitchell - Gary Cole","8.0","N/A"
"21100","Mr. Magoo","Mr. Magoo","Walt Disney Pictures","PG","1997","0.7","Mr.Magoo, a man with terrible eyesight, gets caught up in a museum robbery.","Adventure - Comedy","N/A","N/A","You won't believe your eyes.","1997-12-25","Pat Proft - Tom Sherohman","US","1:27:29","Stanley Tong","Leslie Nielsen - Kelly Lynch - Matt Keeslar","2.4","N/A"
"7503","The Muppets","Muppets","Walt Disney Pictures","PG","2011","9.6","When Kermit the Frog and the Muppets learn that their beloved theater is slated for demolition, a sympathetic human, Gary, and his puppet roommate, Walter, swoop in to help the gang put on a show and raise the $10 million they need to save the day.","Family - Comedy - Musical","N/A","N/A","They're closer than you think.","2011-11-22","Jason Segel - Nicholas Stoller","USA","1:42:44","James Bobin","Alan Arkin - Amy Adams - Bill Barretta","8.0","N/A"
"21018","My Big Fat Greek Wedding","My Big Fat Greek Wedding","Home Box Office (HBO)","PG","2002","7.6","A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.","Comedy - Drama","N/A","N/A","Love is here to stay... so is her family.","2002-02-22","Nia Vardalos","CA","1:34:55","Joel Zwick","Nia Vardalos - John Corbett - Lainie Kazan","7.3","N/A"
"25122","Nacho Libre","Nacho Libre","Paramount","PG","2006","4.0","Nacho Libre is loosely based on the story of Fray Tormenta (""Friar Storm""), aka Rev. Sergio Gutierrez Benitez, a real-life Mexican Catholic priest who had a 23-year career as a masked luchador. He competed in order to support the orphanage he directed.","Comedy - Family","N/A","N/A","He's not lean. He's not mean. He's nacho average hero.","2006-06-16","Jared Hess - Jerusha Hess","Germany","1:32:07","Jared Hess","Ana de la Reguera - Carlos Maycotte - César Barrón","5.4","N/A"
"21015","Nanny McPhee","Nanny McPhee","Universal Pictures","PG","2005","7.3","Widower Cedric Brown hires Nanny McPhee to care for his seven rambunctious children, who have chased away all previous nannies. Taunted by Simon and his siblings, Nanny McPhee uses mystical powers to instill discipline. And when the children's great-aunt and benefactor, Lady Adelaide Stitch, threatens to separate the kids, the family pulls together under the guidance of Nanny McPhee.","Comedy - Family","N/A","N/A","You'll learn to love her. Warts and all.","2005-10-21","Emma Thompson","US","1:38:35","Kirk Jones","Emma Thompson - Colin Firth - Kelly Macdonald","6.3","N/A"
"20990","Napoleon Dynamite","Napoleon Dynamite","Paramount Pictures","PG","2004","7.1","A listless and alienated teenager decides to help his new friend win the class presidency in their small western high school, while he must deal with his bizarre family life back home.","Comedy","N/A","N/A","He's out to prove he's got nothing to prove.","2004-06-11","Jared Hess","US","1:34:49","Jared Hess","Jon Heder - Aaron Ruell - Jon Gries","7.4","N/A"
"21072","National Treasure","National Treasure","Walt Disney Pictures","PG","2004","4.4","Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do.","Action - Adventure","1","2019-02-23","The greatest adventure history has ever revealed.","2004-11-19","Jim Kouf - Cormac Wibberley","US","2:11:03","Jon Turteltaub","Adriana Alveario - Alexandra Balahoutis - Annie Parisse","7.6","N/A"
"20911","National Treasure: Book of Secrets","National Treasure: Book of Secrets","Walt Disney Pictures","PG","2007","3.6","Benjamin Franklin Gates and Dr. Abigail Chase re-team with Riley Poole and, now armed with a stack of long-lost pages from John Wilkes Booth's diary, Ben must follow a clue left there to prove his ancestor's innocence in the assassination of Abraham Lincoln.","Mystery - Comedy","N/A","N/A","The Greatest Adventure History Has Ever Revealed","2007-12-13","Cormac Wibberley - Marianne Wibberley","USA","2:04:32","Jon Turteltaub","Albert Hall - Alicia Coppola - Alicia Leigh Willis","6.7","N/A"
"20234","Norah Jones: Live in New Orleans","Norah Jones: Live in New Orleans","N/A","N/A","2003","8.1","2002 live DVD from the Grammy winning singer/songwriter. Live In New Orleans was filmed in 2002 at the House Of Blues in New Orleans. This show contains almost every song from her debut album, Come Away With Me as well as some choice covers including a standout version of The Band's ""Bessie Smith"".","Music - Documentary","N/A","N/A","N/A","2003-01-01","N/A","US","0:56:03","Jim Gabour","Norah Jones","N/A","N/A"
"23911","One Hundred and One Dalmatians","One Hundred and One Dalmatians","Walt Disney Productions","G","1961","9.8","When a litter of dalmatian puppies are abducted by the minions of Cruella De Vil, the parents must find them before she uses them for a diabolical fashion statement.","Animation - Adventure","N/A","N/A","The Canine Caper of the Century","1961-01-25","Bill Peed","USA","1:19:16","Clyde Geronimi - Hamilton Luske - Wolfgang Reitherman","Rod Taylor - J. Pat O'Malley - Betty Lou Gerson","7.5","N/A"
"26176","The Over The Hill Gang Rides Again","Over The Hill Gang Rides Again","N/A","N/A","1970","N/A","Walter Brennan is back as the clever and funny over the hill Texas Ranger Nash Crawford. This time the gang must face corruption in their own home town. The gang put their heads together to clean up their town, take back the rule of law and rehabilitate the town lush (played by Fred Astaire) along with way.","Action - Adventure","N/A","N/A","N/A","1970-11-17","Richard Carr","N/A","1:14:08","George McCowan","Walter Brennan - Fred Astaire - Kelly Williams","N/A","N/A"
"26177","The Over-the-Hill Gang","Over-the-Hill Gang","N/A","N/A","1969","5.2","Classic comedic western, Captain Oren Hayes of the Texas Rangers takes a break to visit his daughter in a neighboring town. When he arrives he find's his daughter Hannah's husband Jeff is running for Mayor against a corrupt town boss, Nard Lundy. Lundy has no intention of allowing the free election of the honest Jeff Rose, so he has his henchmen beat them up. Hayes then calls for the help of some his old buddies in the Rangers. Upon arriving in town, they realize quickly that age has caught up with them and they must rely on their sheer wits to out-smart and defeat Lundy.","Action - Adventure","N/A","N/A","N/A","1969-10-07","Jameson Brewer","USA","1:09:48","Jean Yarbrough","Walter Brennan - Edgar Buchanan - Andy Devine","N/A","N/A"
"21075","The Pacifier","Pacifier","Walt Disney Pictures","PG","2005","2.0","Disgraced Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains hidden in the kids' house.","Family - Comedy","N/A","N/A","Welcome to the infantry.","2005-03-04","Ben Garant - Thomas Lennon","US","1:35:20","Adam Shankman","Adam Shankman - Alexander Conti - Allison Lynn","5.8","N/A"
"16162","The Painted Hills","Painted Hills","Metro-Goldwyn-Mayer (MGM)","G","1951","3.5","After years of prospecting, Jonathan finally strikes gold. He returns to town only to discover that his partner has since died and left Tommy fatherless. He decides to leave Shep (played by Lassie) with Tommy to cheer him up. Meanwhile, Jonathan's new partner, Lin, isn't interested in sharing the gold, and lures Jonathan to his death. Lassie immediately deduces what's happened, so Lin poisons Lassie. Lassie barely pulls through and pursues Lin to a climactic confrontation where, due to an off-screen accident with some liquid nitrogen, Lin's gun jams.","Family - Western","N/A","N/A","N/A","1951-05-04","True Boardman","US","1:08:30","Harold F. Kress","Gary Gray - Paul Kelly - Bruce Cowling","N/A","N/A"
"19594","Pale Rider","Pale Rider","Warner Bros.","R","1985","7.0","A small gold mining camp is terrorised by a ruthless land owner wanting to take their land. Clint Eastwood arrives riding a pale horse just as a young girl is praying to God to help the miners. He is revealed to be a preacher with mysterious and possible otherworldly origins who teams up with the miners to defeat the land owner and the corrupt sheriff.","Romance - Western","N/A","N/A","... and hell followed with him.","1985-06-28","Michael Butler - Dennis Shryack","USA","1:55:47","Clint Eastwood","Clint Eastwood - Michael Moriarty - Carrie Snodgress","N/A","N/A"
"1103","Patton","Patton","Twentieth Century Fox Film Corporation","GP","1970","9.5","""Patton"" tells the tale of General George S. Patton, famous tank commander of World War II. The film begins with patton's career in North Africa and progresses through the invasion of Germany and the fall of the Third Reich. Side plots also speak of Patton's numerous faults such his temper and habit towards insubordination.","Biography - Drama - War","2","2017-04-26","The Rebel Warrior","1970-01-25","Francis Ford Coppola - Edmund H. North","USA","2:51:57","Franklin J. Schaffner","Abraxas Aaran - Alan MacNaughton - Albert Dumortier","9.4","N/A"
"21095","Paul Blart: Mall Cop","Paul Blart: Mall Cop","Columbia Pictures","PG","2009","3.3","Mild-mannered Paul Blart (Kevin James) has always had huge dreams of becoming a State Trooper. Until then, he patrols the local mall as a security guard. With his closely cropped moustache, personal transporter and gung-ho attitude, only Blart seems to take his job seriously. All that changes when a team of thugs raids the mall and takes hostages. Untrained, unarmed and a super-size target, Blart has to become a real cop to save the day.","Action - Comedy","N/A","N/A","Safety Never Takes A Holiday.","2009-01-15","Kevin James - Nick Bakay","US","1:30:59","Steve Carr","Aaron J. Patton - Adam Ferrara - Adhir Kalyan","4.3","N/A"
"20947","Paulie","Paulie","DreamWorks SKG","PG","1998","6.2","Paulie, an intelligent parrot who actually talks, relates the story of his struggle to a Russian immigrant who works as a janitor at the research institute where he is housed and neglected. Paulie's story begins many years earlier when he is given as a gift to a little girl who stutters. Eventually, he teaches the girl to speak correctly but is taken away by her father because he believes the girl cannot distinguish fantasy from reality because she believes the bird can talk. Paulie goes through a series of adventures with a pawn shop owner, an aging widow, a Mexican-American troubadour and a would be thief before being taken to the institute where he now lives","Family - Comedy","N/A","N/A","The Bird is the Word","1998-04-17","Laurie Craig","US","1:31:27","John Roberts","Gena Rowlands - Tony Shalhoub - Cheech Marin","5.4","N/A"
"23918","Peter Pan","Peter Pan","RKO Radio Pictures","G","1953","7.8","Leaving the safety of their nursery behind, Wendy, Michael and John follow Peter Pan to a magical world where childhood lasts forever. But while in Neverland, the kids must face Captain Hook and foil his attempts to get rid of Peter for good.","Animation - Adventure","N/A","N/A","It will live in your heart forever!","1953-02-05","J.M. Barrie","USA","1:17:32","Clyde Geronimi - Wilfred Jackson - Hamilton Luske","Bobby Driscoll - Kathryn Beaumont - Hans Conried","8.0","N/A"
"21066","Peyton Place","Peyton Place","Twentieth Century Fox Film Corporation","N/A","1957","6.0","Grace Metalious' once-notorious bestseller Peyton Place is given a lavish -- and necessarily toned-down -- film treatment in this deluxe 20th Century-Fox production.  Set during WWII, the film concentrates on several denizens of the outwardly respectable New England community of Peyton Place.  Top-billed Lana Turner plays shopkeeper Constance McKenzie, who tries to make up for a past indiscretion -- which resulted in her illegitimate daughter Allison (Diane Varsi) -- by adopting a chaste, prudish attitude towards all things sexual.  In spite of herself, Constance can't help but be attracted to handsome new teacher Michael Rossi (Lee Philips).  Meanwhile, the restless Allison, who'd like to be as footloose and fancy-free as the town's ""fast girl"" Betty Anderson (Terry Moore), falls sincerely in love with mixed-up mama's boy Norman Page (Russ Tamblyn).","Drama - Romance","N/A","N/A","Small town America will never be the same again.","1957-12-13","John Michael Hayes","US","2:36:59","Mark Robson","Lana Turner - Diane Varsi - Hope Lange","7.3","N/A"
"353","Pink Floyd: Live at Pompeii","Pink Floyd: Live at Pompeii","N/A","G","1972","8.7","Stylish film of the British progressive rock band Pink Floyd in 1971 performing a concert with no audience, in the ancient Roman Amphitheatre in the ruins of Pompeii, Italy. Songs are interspersed with interviews, and footage of Pink Floyd in the studio working on their next album, the legendary Dark Side of the Moon.","Music - Documentary","N/A","2017-08-12","More Than a Movie! An Explosive Cinema Concert!","1972-08-31","N/A","West Germany","1:31:43","Adrian Maben","Roger Waters - David Gilmour - Richard Wright","N/A","N/A"
"2044","Pink Floyd: Pulse","Pink Floyd: Pulse","SMV Enterprises","N/A","1995","8.8","Pulse (stylized as P•U•L•S•E) is a Pink Floyd concert video taken from the October 20, 1994 concert at Earls Court Exhibition Centre, London, in The Division Bell tour, originally released on VHS and Laserdisc in 1995, which is currently available on DVD.  Tracklist :  Disc 1:  1. Shine On You Crazy Diamond  2. Learning To Fly  3. High Hopes  4. Take It Back  5. Coming Back To Life  6. Sorrow  7. Keep Talking  8. Another Brick In The Wall (Part 2)  9. One Of These Days  Disc 2:  1. Speak To Me  2. Breathe  3. On The Run  4. Time  5. Great Gig In The Sky  6. Money  7. Us And Them  8. Brain Damage  9. Eclipse  10. Wish You Were Here  11. Comfortably Numb  12. Run Like Hell","Music","7","2019-04-12","N/A","1995-06-13","N/A","United Kingdom","2:24:14","David Mallet","Claudia Fontaine - David Gilmour - Dick Parry","N/A","N/A"
"21074","The Pink Panther","Pink Panther","United Artists","G","1963","9.0","The trademark of The Phantom, a renowned jewel thief, is a glove left at the scene of the crime. Inspector Clouseau, an expert on The Phantom's exploits, feels sure that he knows where The Phantom will strike next and leaves Paris for Switzerland, where the famous Lugashi jewel 'The Pink Panther' is going to be. However, he does not know who The Phantom really is, or for that matter who anyone else really is...","Crime - Romance","N/A","N/A","A Madcap Frolic Of Crime and Fun","1963-12-19","Maurice Richlin - Blake Edwards","US","1:55:44","Blake Edwards","Brenda De Banzie - Capucine - Claudia Cardinale","7.8","N/A"
"20984","The Pink Panther","Pink Panther","Columbia Pictures","PG","2006","2.2","When the coach of the France soccer team is killed by a poisoned dart in the stadium in the end of a game, and his expensive and huge ring with the diamond Pink Panther disappears, the ambitious Chief Inspector Dreyfus assigns the worst police inspector Jacques Clouseau to the case.","Adventure - Comedy","N/A","N/A","Pardon His French.","2006-02-10","Len Blum - Steve Martin","US","1:32:41","Shawn Levy","Steve Martin - Kevin Kline - Jean Reno","5.1","N/A"
