"Media ID","Title","Album Artist","Album","Artist","Rating Count","User Rating","Track No","Year","Duration","Added","Updated"
"13547","Don't Let Me Know","The Kings","The Kings Are Here","N/A","N/A","N/A","9","N/A","0:03:59","2017-08-04","2017-08-06"
"13548","My Habit","The Kings","The Kings Are Here","N/A","N/A","N/A","10","N/A","0:03:41","2017-08-04","2017-08-06"
"13549","Right To The Top","The Kings","The Kings Are Here","N/A","N/A","N/A","11","N/A","0:03:39","2017-08-04","2017-08-06"
"13550","If The Stars Come Out Tonight","The Kings","The Kings Are Here","N/A","N/A","N/A","12","N/A","0:04:35","2017-08-04","2017-08-06"
"13551","Unstoppable","The Kings","The Kings Are Here","N/A","N/A","N/A","13","N/A","0:03:50","2017-08-04","2017-08-06"
"13552","Shoulda Been Me","The Kings","The Kings Are Here","N/A","N/A","N/A","14","N/A","0:03:04","2017-08-04","2017-08-06"
"13553","If We Don't Belong Together","The Kings","The Kings Are Here","N/A","N/A","N/A","15","N/A","0:04:36","2017-08-04","2017-08-06"
"18397","Diamond Heart","Lady Gaga","Joanne [Deluxe Edition]","N/A","N/A","N/A","1","N/A","0:03:30","2017-08-15","2017-08-15"
"18398","A-YO","Lady Gaga","Joanne [Deluxe Edition]","N/A","N/A","N/A","2","N/A","0:03:27","2017-08-15","2017-08-15"
"18399","Joanne","Lady Gaga","Joanne [Deluxe Edition]","N/A","N/A","N/A","3","N/A","0:03:16","2017-08-15","2017-08-15"
"18400","John Wayne","Lady Gaga","Joanne [Deluxe Edition]","N/A","N/A","N/A","4","N/A","0:02:54","2017-08-15","2017-08-15"
"18401","Dancin' In Circles","Lady Gaga","Joanne [Deluxe Edition]","N/A","N/A","N/A","5","N/A","0:03:27","2017-08-15","2017-08-15"
"18402","Perfect Illusion","Lady Gaga","Joanne [Deluxe Edition]","N/A","2178962","N/A","6","N/A","0:03:02","2017-08-15","2017-08-15"
"18403","Million Reasons","Lady Gaga","Joanne [Deluxe Edition]","N/A","1523727","N/A","7","N/A","0:03:25","2017-08-15","2017-08-15"
"18404","Sinner's Prayer","Lady Gaga","Joanne [Deluxe Edition]","N/A","N/A","N/A","8","N/A","0:03:43","2017-08-15","2017-08-15"
"18405","Come To Mama","Lady Gaga","Joanne [Deluxe Edition]","N/A","N/A","N/A","9","N/A","0:04:14","2017-08-15","2017-08-15"
"18408","Hey Girl","Lady Gaga","Joanne [Deluxe Edition]","N/A","N/A","N/A","10","N/A","0:04:15","2017-08-15","2017-08-15"
"18409","Angel Down","Lady Gaga","Joanne [Deluxe Edition]","N/A","N/A","N/A","11","N/A","0:03:49","2017-08-15","2017-08-15"
"18410","Grigio Girls","Lady Gaga","Joanne [Deluxe Edition]","N/A","N/A","N/A","12","N/A","0:03:00","2017-08-15","2017-08-15"
"18411","Just Another Day","Lady Gaga","Joanne [Deluxe Edition]","N/A","N/A","N/A","13","N/A","0:02:58","2017-08-15","2017-08-15"
"18412","Angel Down (Work Tape)","Lady Gaga","Joanne [Deluxe Edition]","N/A","N/A","N/A","14","N/A","0:02:19","2017-08-15","2017-08-15"
"13014","Lonesome Loser","Little River Band","Greatest Hits","N/A","163377","N/A","1","N/A","0:03:54","2017-08-05","2017-08-06"
"13015","Help Is On Its Way","Little River Band","Greatest Hits","N/A","9158","N/A","2","N/A","0:04:02","2017-08-05","2017-08-06"
"13016","Cool Change","Little River Band","Greatest Hits","N/A","154053","N/A","3","N/A","0:05:08","2017-08-05","2017-08-06"
"13017","Take It Easy On Me","Little River Band","Greatest Hits","N/A","94921","N/A","4","N/A","0:03:48","2017-08-05","2017-08-06"
"13018","Face In The Crowd","Little River Band","Greatest Hits","N/A","N/A","N/A","5","N/A","0:04:38","2017-08-05","2017-08-06"
"13019","Reminiscing","Little River Band","Greatest Hits","N/A","262104","N/A","6","N/A","0:04:13","2017-08-05","2017-08-06"
"13020","The Night Owls","Little River Band","Greatest Hits","N/A","82104","N/A","7","N/A","0:05:09","2017-08-05","2017-08-06"
"13021","Lady","Little River Band","Greatest Hits","N/A","160502","N/A","8","N/A","0:04:56","2017-08-05","2017-08-06"
"13022","We Two","Little River Band","Greatest Hits","N/A","14361","N/A","9","N/A","0:04:33","2017-08-05","2017-08-06"
"13023","The Other Guy","Little River Band","Greatest Hits","N/A","66921","N/A","10","N/A","0:02:49","2017-08-05","2017-08-06"
"13024","Man On Your Mind","Little River Band","Greatest Hits","N/A","66858","N/A","11","N/A","0:04:17","2017-08-05","2017-08-06"
"13025","I'll Always Call Your Name","Little River Band","Greatest Hits","N/A","3813","N/A","12","N/A","0:04:48","2017-08-05","2017-08-06"
"13026","Down On The Border","Little River Band","Greatest Hits","N/A","21593","N/A","13","N/A","0:02:56","2017-08-05","2017-08-06"
"13027","Happy Anniversary","Little River Band","Greatest Hits","N/A","52014","N/A","14","N/A","0:04:00","2017-08-05","2017-08-06"
"13028","Playing To Win","Little River Band","Greatest Hits","N/A","12104","N/A","15","N/A","0:04:25","2017-08-05","2017-08-06"
"13029","It's Not A Wonder","Little River Band","Greatest Hits","N/A","5055","N/A","16","N/A","0:03:58","2017-08-05","2017-08-06"
"13030","You're Driving Me Out Of My Mind","Little River Band","Greatest Hits","N/A","N/A","N/A","17","N/A","0:05:11","2017-08-05","2017-08-06"
"13031","It's A Long Way There","Little River Band","Greatest Hits","N/A","63058","N/A","18","N/A","0:04:13","2017-08-05","2017-08-06"
"13056","California Dreamin'","The Mamas & The Papas","The Best Of The Mamas & The Papas: 20th Century Masters","N/A","3793231","N/A","1","N/A","0:02:41","2017-08-05","2017-08-06"
"13057","Monday, Monday","The Mamas & The Papas","The Best Of The Mamas & The Papas: 20th Century Masters","N/A","726531","N/A","2","N/A","0:03:27","2017-08-05","2017-08-06"
"13058","Creeque Alley","The Mamas & The Papas","The Best Of The Mamas & The Papas: 20th Century Masters","N/A","208429","N/A","3","N/A","0:03:49","2017-08-05","2017-08-06"
"13059","Dedicated To The One I Love","The Mamas & The Papas","The Best Of The Mamas & The Papas: 20th Century Masters","N/A","364166","N/A","4","N/A","0:02:59","2017-08-05","2017-08-06"
"13060","Twelve Thirty (Young Girls Are Coming To The Canyon)","The Mamas & The Papas","The Best Of The Mamas & The Papas: 20th Century Masters","N/A","61309","N/A","5","N/A","0:03:26","2017-08-05","2017-08-06"
"13061","Words Of Love","The Mamas & The Papas","The Best Of The Mamas & The Papas: 20th Century Masters","N/A","165313","N/A","6","N/A","0:02:16","2017-08-05","2017-08-06"
"13062","Look Through My Window","The Mamas & The Papas","The Best Of The Mamas & The Papas: 20th Century Masters","N/A","126760","N/A","7","N/A","0:03:08","2017-08-05","2017-08-06"
"13063","I Saw Her Again Last Night","The Mamas & The Papas","The Best Of The Mamas & The Papas: 20th Century Masters","N/A","104626","N/A","8","N/A","0:03:13","2017-08-05","2017-08-06"
"13064","Dancing Bear","The Mamas & The Papas","The Best Of The Mamas & The Papas: 20th Century Masters","N/A","57038","N/A","9","N/A","0:04:11","2017-08-05","2017-08-06"
"13067","Make Your Own Kind Of Music","The Mamas & The Papas","The Best Of The Mamas & The Papas: 20th Century Masters","N/A","175460","N/A","10","N/A","0:02:26","2017-08-05","2017-08-06"
"13068","Dream A Little Dream Of Me","The Mamas & The Papas","The Best Of The Mamas & The Papas: 20th Century Masters","N/A","850542","N/A","11","N/A","0:03:14","2017-08-05","2017-08-06"
"13135","Get To Know You","Mayer Hawthorne","How Do You Do","N/A","129792","N/A","1","N/A","0:04:40","2017-08-05","2017-08-06"
"13136","A Long Time","Mayer Hawthorne","How Do You Do","N/A","273006","N/A","2","N/A","0:03:43","2017-08-05","2017-08-06"
"13139","Can't Stop","Mayer Hawthorne","How Do You Do","N/A","73734","N/A","3","N/A","0:03:57","2017-08-05","2017-08-06"
"13140","Dreaming","Mayer Hawthorne","How Do You Do","N/A","153921","N/A","4","N/A","0:03:42","2017-08-05","2017-08-06"
"13141","The Walk","Mayer Hawthorne","How Do You Do","N/A","434983","N/A","5","N/A","0:03:38","2017-08-05","2017-08-06"
"13142","Finally Falling","Mayer Hawthorne","How Do You Do","N/A","137153","N/A","6","N/A","0:03:20","2017-08-05","2017-08-06"
"13143","Hooked","Mayer Hawthorne","How Do You Do","N/A","134424","N/A","7","N/A","0:02:32","2017-08-05","2017-08-06"
"13144","Stick Around","Mayer Hawthorne","How Do You Do","N/A","109526","N/A","8","N/A","0:02:57","2017-08-05","2017-08-06"
"13145","The News","Mayer Hawthorne","How Do You Do","N/A","105100","N/A","9","N/A","0:01:37","2017-08-05","2017-08-06"
"13146","You Called Me","Mayer Hawthorne","How Do You Do","N/A","109566","N/A","10","N/A","0:02:34","2017-08-05","2017-08-06"
"13147","You're Not Ready","Mayer Hawthorne","How Do You Do","N/A","101130","N/A","11","N/A","0:03:03","2017-08-05","2017-08-06"
"13148","No Strings","Mayer Hawthorne","How Do You Do","N/A","168736","N/A","12","N/A","0:03:48","2017-08-05","2017-08-06"
"13395","Prelude","Mayer Hawthorne","A Strange Arrangement","N/A","N/A","N/A","1","N/A","0:00:26","2017-08-05","2017-08-06"
"13396","A Strange Arrangement","Mayer Hawthorne","A Strange Arrangement","N/A","303600","N/A","2","N/A","0:04:16","2017-08-05","2017-08-06"
"13397","Just Ain't Gonna Work Out","Mayer Hawthorne","A Strange Arrangement","N/A","746259","N/A","3","N/A","0:02:30","2017-08-05","2017-08-06"
"13398","Maybe So, Maybe No","Mayer Hawthorne","A Strange Arrangement","N/A","554471","N/A","4","N/A","0:02:59","2017-08-05","2017-08-06"
"13399","Your Easy Lovin' Ain't Pleasin' Nothin'","Mayer Hawthorne","A Strange Arrangement","N/A","463386","N/A","5","N/A","0:03:03","2017-08-05","2017-08-06"
"13400","I Wish It Would Rain","Mayer Hawthorne","A Strange Arrangement","N/A","336856","N/A","6","N/A","0:03:58","2017-08-05","2017-08-06"
"13401","Make Her Mine","Mayer Hawthorne","A Strange Arrangement","N/A","308301","N/A","7","N/A","0:02:41","2017-08-05","2017-08-06"
"13402","One Track Mind","Mayer Hawthorne","A Strange Arrangement","N/A","266568","N/A","8","N/A","0:02:06","2017-08-05","2017-08-06"
"13403","The Ills","Mayer Hawthorne","A Strange Arrangement","N/A","321717","N/A","9","N/A","0:02:49","2017-08-05","2017-08-06"
"13404","Shiny & New","Mayer Hawthorne","A Strange Arrangement","N/A","237425","N/A","10","N/A","0:02:59","2017-08-05","2017-08-06"
"13405","Let Me Know","Mayer Hawthorne","A Strange Arrangement","N/A","219773","N/A","11","N/A","0:03:03","2017-08-05","2017-08-06"
"13406","Green Eyed Love","Mayer Hawthorne","A Strange Arrangement","N/A","292259","N/A","12","N/A","0:03:52","2017-08-05","2017-08-06"
"14722","Love Crucified Arose","Michael Card","The Early Works","N/A","3632","N/A","1","N/A","0:02:59","2017-07-31","2017-08-06"
"14723","The Voice Of The Child","Michael Card","The Early Works","N/A","N/A","N/A","2","N/A","0:03:00","2017-07-31","2017-08-06"
"14724","By Your Name","Michael Card","The Early Works","N/A","N/A","N/A","3","N/A","0:02:32","2017-07-31","2017-08-06"
"14725","Light Of The World","Michael Card","The Early Works","N/A","N/A","N/A","4","N/A","0:02:46","2017-07-31","2017-08-06"
"14726","This Must Be The Lamb","Michael Card","The Early Works","N/A","N/A","N/A","5","N/A","0:03:48","2017-07-31","2017-08-06"
"14727","Jesus Loves Me","Michael Card","The Early Works","N/A","N/A","N/A","6","N/A","0:03:42","2017-07-31","2017-08-06"
"14728","El Shaddai","Michael Card","The Early Works","N/A","8144","N/A","7","N/A","0:03:43","2017-07-31","2017-08-06"
"14729","Stranger On The Shore","Michael Card","The Early Works","N/A","N/A","N/A","8","N/A","0:04:19","2017-07-31","2017-08-06"
"14730","No Rusty Swords","Michael Card","The Early Works","N/A","N/A","N/A","9","N/A","0:03:05","2017-07-31","2017-08-06"
"14731","Hound Of Heaven","Michael Card","The Early Works","N/A","N/A","N/A","10","N/A","0:03:11","2017-07-31","2017-08-06"
"14732","Don't You Know","Michael Card","The Early Works","N/A","N/A","N/A","11","N/A","0:03:48","2017-07-31","2017-08-06"
"14733","I Have Decided","Michael Card","The Early Works","N/A","N/A","N/A","12","N/A","0:03:41","2017-07-31","2017-08-06"
"14734","Dragonslayer","Michael Card","The Early Works","N/A","N/A","N/A","13","N/A","0:03:31","2017-07-31","2017-08-06"
"14735","Tell The World That Jesus Loves You","Michael Card","The Early Works","N/A","N/A","N/A","14","N/A","0:02:37","2017-07-31","2017-08-06"
"14736","Now That I've Held Him In My Arms","Michael Card","The Early Works","N/A","N/A","N/A","15","N/A","0:03:25","2017-07-31","2017-08-06"
"13326","Blue Sky Mine","Midnight Oil","Blue Sky Mining","N/A","196451","N/A","1","N/A","0:04:16","2017-08-05","2017-08-06"
"13327","Stars Of Warburton","Midnight Oil","Blue Sky Mining","N/A","40815","N/A","2","N/A","0:04:54","2017-08-05","2017-08-06"
"13328","Bedlam Bridge","Midnight Oil","Blue Sky Mining","N/A","34028","N/A","3","N/A","0:04:27","2017-08-05","2017-08-06"
"13329","Forgotten Years","Midnight Oil","Blue Sky Mining","N/A","113256","N/A","4","N/A","0:04:21","2017-08-05","2017-08-06"
"13330","Mountains Of Burma","Midnight Oil","Blue Sky Mining","N/A","29749","N/A","5","N/A","0:04:56","2017-08-05","2017-08-06"
"13331","King Of The Mountain","Midnight Oil","Blue Sky Mining","N/A","94731","N/A","6","N/A","0:03:51","2017-08-05","2017-08-06"
"13332","River Runs Red","Midnight Oil","Blue Sky Mining","N/A","34743","N/A","7","N/A","0:05:22","2017-08-05","2017-08-06"
"13333","Shakers And Movers","Midnight Oil","Blue Sky Mining","N/A","26914","N/A","8","N/A","0:04:28","2017-08-05","2017-08-06"
"13334","One Country","Midnight Oil","Blue Sky Mining","N/A","63599","N/A","9","N/A","0:05:53","2017-08-05","2017-08-06"
"13335","Antarctica","Midnight Oil","Blue Sky Mining","N/A","28315","N/A","10","N/A","0:04:18","2017-08-05","2017-08-06"
"18473","Beds Are Burning","Midnight Oil","Diesel And Dust","N/A","1383793","N/A","1","N/A","0:04:16","2017-08-19","2017-08-19"
"18474","Put Down That Weapon","Midnight Oil","Diesel And Dust","N/A","95977","N/A","2","N/A","0:04:37","2017-08-19","2017-08-19"
"18475","Dreamworld","Midnight Oil","Diesel And Dust","N/A","106166","N/A","3","N/A","0:03:36","2017-08-19","2017-08-19"
"18476","Arctic World","Midnight Oil","Diesel And Dust","N/A","53334","N/A","4","N/A","0:04:21","2017-08-19","2017-08-19"
"18477","Warakurna","Midnight Oil","Diesel And Dust","N/A","72641","N/A","5","N/A","0:04:38","2017-08-19","2017-08-19"
"18478","The Dead Heart","Midnight Oil","Diesel And Dust","N/A","177201","N/A","6","N/A","0:05:11","2017-08-19","2017-08-19"
"18479","Whoah","Midnight Oil","Diesel And Dust","N/A","54065","N/A","7","N/A","0:03:50","2017-08-19","2017-08-19"
"18480","Bullroarer","Midnight Oil","Diesel And Dust","N/A","55617","N/A","8","N/A","0:04:59","2017-08-19","2017-08-19"
"18481","Sell My Soul","Midnight Oil","Diesel And Dust","N/A","65041","N/A","9","N/A","0:03:37","2017-08-19","2017-08-19"
"18482","Sometimes","Midnight Oil","Diesel And Dust","N/A","63604","N/A","10","N/A","0:03:53","2017-08-19","2017-08-19"
"18483","Gunbarrel Highway","Midnight Oil","Diesel And Dust","N/A","29737","N/A","11","N/A","0:03:38","2017-08-19","2017-08-19"
"13248","Effigy (I'm Not An)","Ministry","With Sympathy","N/A","N/A","N/A","1","N/A","0:03:51","2017-08-05","2017-08-06"
"13249","Revenge","Ministry","With Sympathy","N/A","109237","N/A","2","N/A","0:03:48","2017-08-05","2017-08-06"
"13250","I Wanted To Tell Her","Ministry","With Sympathy","N/A","N/A","N/A","3","N/A","0:05:29","2017-08-05","2017-08-06"
"13251","Work For Love","Ministry","With Sympathy","N/A","75529","N/A","4","N/A","0:04:44","2017-08-05","2017-08-06"
"13252","Here We Go","Ministry","With Sympathy","N/A","N/A","N/A","5","N/A","0:03:21","2017-08-05","2017-08-06"
"13253","What He Say","Ministry","With Sympathy","N/A","N/A","N/A","6","N/A","0:04:04","2017-08-05","2017-08-06"
"13254","Say You're Sorry","Ministry","With Sympathy","N/A","N/A","N/A","7","N/A","0:04:18","2017-08-05","2017-08-06"
"13255","Should Have Known Better","Ministry","With Sympathy","N/A","N/A","N/A","8","N/A","0:04:31","2017-08-05","2017-08-06"
"13256","She's Got A Cause","Ministry","With Sympathy","N/A","N/A","N/A","9","N/A","0:03:33","2017-08-05","2017-08-06"
"25388","Whiskey Man","Molly Hatchet","Greatest Hits","N/A","97763","N/A","1","N/A","0:03:40","2019-07-20","2019-07-20"
"25389","Bounty Hunter","Molly Hatchet","Greatest Hits","N/A","75559","N/A","2","N/A","0:03:00","2019-07-20","2019-07-20"
"25390","Gator Country","Molly Hatchet","Greatest Hits","N/A","60222","N/A","3","N/A","0:06:18","2019-07-20","2019-07-20"
"25391","Flirtin' With Disaster","Molly Hatchet","Greatest Hits","N/A","5202","N/A","4","N/A","0:04:59","2019-07-20","2019-07-20"
"25392","Bloody Reunion [Live]","Molly Hatchet","Greatest Hits","N/A","N/A","N/A","5","N/A","0:04:08","2019-07-20","2019-07-20"
"25393","Boogie No More","Molly Hatchet","Greatest Hits","N/A","46410","N/A","6","N/A","0:06:08","2019-07-20","2019-07-20"
"25394","Dreams I'll Never See","Molly Hatchet","Greatest Hits","N/A","86724","N/A","7","N/A","0:07:28","2019-07-20","2019-07-20"
"25395","Beatin' The Odds [Live]","Molly Hatchet","Greatest Hits","N/A","N/A","N/A","8","N/A","0:03:38","2019-07-20","2019-07-20"
"25396","Edge Of Sundown [Live]","Molly Hatchet","Greatest Hits","N/A","N/A","N/A","9","N/A","0:04:31","2019-07-20","2019-07-20"
"25397","Fall Of The Peacemakers","Molly Hatchet","Greatest Hits","N/A","61700","N/A","10","N/A","0:08:07","2019-07-20","2019-07-20"
"25398","It's All Over Now","Molly Hatchet","Greatest Hits","N/A","26916","N/A","11","N/A","0:03:42","2019-07-20","2019-07-20"
"25399","The Creeper","Molly Hatchet","Greatest Hits","N/A","22774","N/A","12","N/A","0:03:19","2019-07-20","2019-07-20"
"25400","Satisfied Man","Molly Hatchet","Greatest Hits","N/A","18047","N/A","13","N/A","0:04:59","2019-07-20","2019-07-20"
"25401","Ragtop Deluxe","Molly Hatchet","Greatest Hits","N/A","9600","N/A","14","N/A","0:03:19","2019-07-20","2019-07-20"
"25402","Shake The House Down","Molly Hatchet","Greatest Hits","N/A","12237","N/A","15","N/A","0:04:14","2019-07-20","2019-07-20"
"18423","Plastic Soul","Mondo Cozmo","Plastic Soul","N/A","2949","N/A","1","N/A","0:04:58","2017-08-17","2017-08-17"
"18424","Hold On To Me","Mondo Cozmo","Plastic Soul","N/A","14415","N/A","2","N/A","0:03:36","2017-08-17","2017-08-17"
"18425","Higher","Mondo Cozmo","Plastic Soul","N/A","5583","N/A","3","N/A","0:03:02","2017-08-17","2017-08-17"
"18426","Come With Me","Mondo Cozmo","Plastic Soul","N/A","185","N/A","4","N/A","0:03:45","2017-08-17","2017-08-17"
"18427","Shine","Mondo Cozmo","Plastic Soul","N/A","41026","N/A","5","N/A","0:04:37","2017-08-17","2017-08-17"
"18428","Thunder","Mondo Cozmo","Plastic Soul","N/A","841","N/A","6","N/A","0:03:43","2017-08-17","2017-08-17"
"18429","Automatic","Mondo Cozmo","Plastic Soul","N/A","6044","N/A","7","N/A","0:04:07","2017-08-17","2017-08-17"
"18430","11 Acre","Mondo Cozmo","Plastic Soul","N/A","151","N/A","8","N/A","0:03:17","2017-08-17","2017-08-17"
"18431","Angel","Mondo Cozmo","Plastic Soul","N/A","184","N/A","9","N/A","0:04:27","2017-08-17","2017-08-17"
"18432","Chemical Dream","Mondo Cozmo","Plastic Soul","N/A","168","N/A","10","N/A","0:04:13","2017-08-17","2017-08-17"
"15035","Intro","New York Rock And Soul Revue","New York Rock And Soul Revue: Live At The Beacon","N/A","1282","N/A","1","N/A","0:00:52","2017-08-06","2018-05-19"
"15037","Madison Time","New York Rock And Soul Revue","New York Rock And Soul Revue: Live At The Beacon","N/A","289","N/A","2","N/A","0:04:18","2017-08-06","2018-05-19"
"15040","Knock On Wood","New York Rock And Soul Revue","New York Rock And Soul Revue: Live At The Beacon","N/A","188","N/A","3","N/A","0:03:55","2017-08-06","2018-05-19"
"15041","Green Flower Street","New York Rock And Soul Revue","New York Rock And Soul Revue: Live At The Beacon","N/A","258","N/A","4","N/A","0:04:39","2017-08-06","2018-05-19"
"15044","Shakey Ground","New York Rock And Soul Revue","New York Rock And Soul Revue: Live At The Beacon","N/A","213","N/A","5","N/A","0:03:40","2017-08-06","2018-05-19"
"15045","At Last","New York Rock And Soul Revue","New York Rock And Soul Revue: Live At The Beacon","N/A","174","N/A","6","N/A","0:05:31","2017-08-06","2018-05-19"
"15048","Lonely Teardrops","New York Rock And Soul Revue","New York Rock And Soul Revue: Live At The Beacon","N/A","293","N/A","7","N/A","0:05:25","2017-08-06","2018-05-19"
"15051","Drowning In The Sea Of Love","New York Rock And Soul Revue","New York Rock And Soul Revue: Live At The Beacon","N/A","200","N/A","8","N/A","0:05:29","2017-08-06","2018-05-19"
"15054","Driftin' Blues","New York Rock And Soul Revue","New York Rock And Soul Revue: Live At The Beacon","N/A","144","N/A","9","N/A","0:04:08","2017-08-06","2018-05-19"
"15055","Chain Lightning","New York Rock And Soul Revue","New York Rock And Soul Revue: Live At The Beacon","N/A","218","N/A","10","N/A","0:06:28","2017-08-06","2018-05-19"
"15058","Groovin'","New York Rock And Soul Revue","New York Rock And Soul Revue: Live At The Beacon","N/A","152","N/A","11","N/A","0:04:24","2017-08-06","2018-05-19"
"15059","Minute By Minute","New York Rock And Soul Revue","New York Rock And Soul Revue: Live At The Beacon","N/A","253","N/A","12","N/A","0:06:26","2017-08-06","2018-05-19"
"15060","People Got To Be Free","New York Rock And Soul Revue","New York Rock And Soul Revue: Live At The Beacon","N/A","877","N/A","13","N/A","0:05:18","2017-08-06","2018-05-19"
"15063","Pretzel Logic","New York Rock And Soul Revue","New York Rock And Soul Revue: Live At The Beacon","N/A","313","N/A","14","N/A","0:04:58","2017-08-06","2018-05-19"
"15064","Madison Reprise","New York Rock And Soul Revue","New York Rock And Soul Revue: Live At The Beacon","N/A","135","N/A","15","N/A","0:01:08","2017-08-06","2018-05-19"
"15099","He Reigns","Newsboys","Adoration: The Worship Album","N/A","193387","N/A","1","N/A","0:04:55","2017-08-06","2017-08-06"
"15100","You Are My King (Amazing Love)","Newsboys","Adoration: The Worship Album","N/A","134464","N/A","2","N/A","0:04:31","2017-08-06","2017-08-06"
"15101","Great Is Your Faithfulness","Newsboys","Adoration: The Worship Album","N/A","N/A","N/A","3","N/A","0:03:17","2017-08-06","2017-08-06"
"15102","Take My Hands (Praises)","Newsboys","Adoration: The Worship Album","N/A","N/A","N/A","4","N/A","0:04:22","2017-08-06","2017-08-06"
"15103","Adoration","Newsboys","Adoration: The Worship Album","N/A","N/A","N/A","5","N/A","0:04:22","2017-08-06","2017-08-06"
"15104","In Christ Alone","Newsboys","Adoration: The Worship Album","N/A","85089","N/A","6","N/A","0:04:17","2017-08-06","2017-08-06"
"15105","Lord (I Don't Know) [Live]","Newsboys","Adoration: The Worship Album","N/A","N/A","N/A","7","N/A","0:04:24","2017-08-06","2017-08-06"
"15106","It Is You [Live]","Newsboys","Adoration: The Worship Album","N/A","N/A","N/A","8","N/A","0:06:18","2017-08-06","2017-08-06"
"15107","Father, Blessed Father","Newsboys","Adoration: The Worship Album","N/A","N/A","N/A","9","N/A","0:03:59","2017-08-06","2017-08-06"
"15108","Hallelujah","Newsboys","Adoration: The Worship Album","N/A","34616","N/A","10","N/A","0:03:16","2017-08-06","2017-08-06"
"15122","Real Good Thing","Newsboys","Going Public","N/A","N/A","N/A","1","N/A","0:02:53","2017-08-06","2017-08-06"
"15123","Shine","Newsboys","Going Public","N/A","121182","N/A","2","N/A","0:03:42","2017-08-06","2017-08-06"
"15124","Spirit Thing","Newsboys","Going Public","N/A","27022","N/A","3","N/A","0:03:27","2017-08-06","2017-08-06"
"15125","Let It Rain","Newsboys","Going Public","N/A","N/A","N/A","4","N/A","0:04:17","2017-08-06","2017-08-06"
"15126","Going Public","Newsboys","Going Public","N/A","N/A","N/A","5","N/A","0:03:30","2017-08-06","2017-08-06"
"15127","Truth And Consequences","Newsboys","Going Public","N/A","N/A","N/A","6","N/A","0:02:58","2017-08-06","2017-08-06"
"15128","Lights Out","Newsboys","Going Public","N/A","N/A","N/A","7","N/A","0:03:09","2017-08-06","2017-08-06"
"15129","Be Still","Newsboys","Going Public","N/A","N/A","N/A","8","N/A","0:03:19","2017-08-06","2017-08-06"
"15130","When You Called My Name","Newsboys","Going Public","N/A","N/A","N/A","9","N/A","0:04:02","2017-08-06","2017-08-06"
"15131","Elle G","Newsboys","Going Public","N/A","N/A","N/A","10","N/A","0:05:12","2017-08-06","2017-08-06"
"15145","Beautiful Sound","Newsboys","Love Liberty Disco","N/A","55804","N/A","1","N/A","0:03:46","2017-08-06","2017-08-06"
"15146","Love Liberty Disco","Newsboys","Love Liberty Disco","N/A","23236","N/A","2","N/A","0:03:45","2017-08-06","2017-08-06"
"15147","Forever Man","Newsboys","Love Liberty Disco","N/A","N/A","N/A","3","N/A","0:03:13","2017-08-06","2017-08-06"
"15148","Good Stuff","Newsboys","Love Liberty Disco","N/A","N/A","N/A","4","N/A","0:02:59","2017-08-06","2017-08-06"
"15149","Everyone's Someone","Newsboys","Love Liberty Disco","N/A","N/A","N/A","5","N/A","0:05:14","2017-08-06","2017-08-06"
"15150","Say You Need Love","Newsboys","Love Liberty Disco","N/A","N/A","N/A","6","N/A","0:03:18","2017-08-06","2017-08-06"
"15151","I Would Give Everything","Newsboys","Love Liberty Disco","N/A","N/A","N/A","7","N/A","0:03:22","2017-08-06","2017-08-06"
"15152","Break","Newsboys","Love Liberty Disco","N/A","N/A","N/A","8","N/A","0:03:20","2017-08-06","2017-08-06"
"15153","I Surrender All","Newsboys","Love Liberty Disco","N/A","N/A","N/A","9","N/A","0:04:12","2017-08-06","2017-08-06"
"15154","Fall On You","Newsboys","Love Liberty Disco","N/A","N/A","N/A","10","N/A","0:02:30","2017-08-06","2017-08-06"
"15134","WooHoo","Newsboys","Step Up To The Microphone","Newsboys","32432","N/A","1","N/A","0:03:15","2017-08-06","2017-08-06"
"15135","Step Up To The Microphone","Newsboys","Step Up To The Microphone","Newsboys","34627","N/A","2","N/A","0:03:43","2017-08-06","2017-08-06"
"15136","Entertaining Angels","Newsboys","Step Up To The Microphone","Newsboys","108873","N/A","3","N/A","0:04:19","2017-08-06","2017-08-06"
"15137","Believe","Newsboys","Step Up To The Microphone","Newsboys","23279","N/A","4","N/A","0:04:33","2017-08-06","2017-08-06"
"15138","Tuning In","Newsboys","Step Up To The Microphone","Newsboys","N/A","N/A","5","N/A","0:04:17","2017-08-06","2017-08-06"
"15139","Everybody Gets A Shot","Newsboys","Step Up To The Microphone","Truth Be Known","N/A","N/A","6","N/A","0:04:00","2017-08-06","2017-08-06"
"15140","Deep End","Newsboys","Step Up To The Microphone","Newsboys","N/A","N/A","7","N/A","0:04:05","2017-08-06","2017-08-06"
"15141","Hallelujah","Newsboys","Step Up To The Microphone","Newsboys","34483","N/A","8","N/A","0:03:55","2017-08-06","2017-08-06"
"15142","The Tide","Newsboys","Step Up To The Microphone","Newsboys","N/A","N/A","9","N/A","0:05:00","2017-08-06","2017-08-06"
"15143","Always","Newsboys","Step Up To The Microphone","Newsboys","N/A","N/A","10","N/A","0:05:01","2017-08-06","2017-08-06"
"15110","God Is Not A Secret","Newsboys","Take Me To Your Leader","N/A","33082","N/A","1","N/A","0:03:09","2017-08-06","2017-08-06"
